Date,AGG,SPY,TLT
2000-05-12,,89.71539306640625,
2000-05-15,,91.2662124633789,
2000-05-16,,92.14961242675781,
2000-05-17,,91.18769836425781,
2000-05-18,,90.0687255859375,
2000-05-19,,88.6552734375,
2000-05-22,,87.98774719238281,
2000-05-23,,86.692138671875,
2000-05-24,,88.10557556152344,
2000-05-25,,86.59392547607422,
2000-05-26,,86.692138671875,
2000-05-30,,89.5190200805664,
2000-05-31,,89.71539306640625,
2000-06-01,,91.28585052490234,
2000-06-02,,92.87596130371094,
2000-06-05,,92.42450714111328,
2000-06-06,,92.01216888427734,
2000-06-07,,92.65021514892578,
2000-06-08,,92.28699493408203,
2000-06-09,,92.0907211303711,
2000-06-12,,91.01101684570312,
2000-06-13,,92.71888732910156,
2000-06-14,,92.87596130371094,
2000-06-15,,93.0722885131836,
2000-06-16,,92.30755615234375,
2000-06-19,,93.48822021484375,
2000-06-20,,93.15369415283203,
2000-06-21,,93.11434173583984,
2000-06-22,,91.69755554199219,
2000-06-23,,90.91045379638672,
2000-06-26,,92.08122253417969,
2000-06-27,,91.40241241455078,
2000-06-28,,91.6581802368164,
2000-06-29,,90.7923583984375,
2000-06-30,,91.4810791015625,
2000-07-03,,92.74049377441406,
2000-07-05,,91.06787109375,
2000-07-06,,91.77625274658203,
2000-07-07,,93.25205993652344,
2000-07-10,,93.09465026855469,
2000-07-11,,93.29144287109375,
2000-07-12,,93.90141296386719,
2000-07-13,,94.31464385986328,
2000-07-14,,95.23959350585938,
2000-07-17,,95.08211517333984,
2000-07-18,,94.30482482910156,
2000-07-19,,93.54722595214844,
2000-07-20,,94.84591674804688,
2000-07-21,,92.99628448486328,
2000-07-24,,92.46499633789062,
2000-07-25,,92.76012420654297,
2000-07-26,,91.85498809814453,
2000-07-27,,91.54010772705078,
2000-07-28,,89.4739761352539,
2000-07-31,,90.04464721679688,
2000-08-01,,90.59557342529297,
2000-08-02,,91.04816436767578,
2000-08-03,,91.6778564453125,
2000-08-04,,92.16978454589844,
2000-08-07,,93.27174377441406,
2000-08-08,,93.62591552734375,
2000-08-09,,92.83882141113281,
2000-08-10,,92.38626861572266,
2000-08-11,,92.81916809082031,
2000-08-14,,93.99982452392578,
2000-08-15,,93.92112731933594,
2000-08-16,,93.58655548095703,
2000-08-17,,94.57044219970703,
2000-08-18,,94.25562286376953,
2000-08-21,,94.76725769042969,
2000-08-22,,94.6098403930664,
2000-08-23,,94.98369598388672,
2000-08-24,,95.27884674072266,
2000-08-25,,95.23959350585938,
2000-08-28,,95.56419372558594,
2000-08-29,,95.58387756347656,
2000-08-30,,94.6688232421875,
2000-08-31,,95.92816925048828,
2000-09-01,,96.026611328125,
2000-09-05,,95.25924682617188,
2000-09-06,,94.17694091796875,
2000-09-07,,94.98369598388672,
2000-09-08,,94.33432006835938,
2000-09-11,,94.19661712646484,
2000-09-12,,93.5079116821289,
2000-09-13,,93.75386047363281,
2000-09-14,,94.22612762451172,
2000-09-15,,92.16461944580078,
2000-09-18,,91.31635284423828,
2000-09-19,,92.14491271972656,
2000-09-20,,91.46431732177734,
2000-09-21,,90.07354736328125,
2000-09-22,,91.7109146118164,
2000-09-25,,91.05997467041016,
2000-09-26,,89.89601135253906,
2000-09-27,,90.3694839477539,
2000-09-28,,91.53339385986328,
2000-09-29,,90.6653823852539,
2000-10-02,,90.80343627929688,
2000-10-03,,89.9552230834961,
2000-10-04,,90.70484161376953,
2000-10-05,,91.02046966552734,
2000-10-06,,89.04779052734375,
2000-10-09,,88.37705993652344,
2000-10-10,,86.91727447509766,
2000-10-11,,86.1873550415039,
2000-10-12,,84.0371322631836,
2000-10-13,,86.83833312988281,
2000-10-16,,87.2328872680664,
2000-10-17,,85.06290435791016,
2000-10-18,,84.74724578857422,
2000-10-19,,87.94306945800781,
2000-10-20,,88.31787109375,
2000-10-23,,88.71246337890625,
2000-10-24,,88.12059020996094,
2000-10-25,,86.04926300048828,
2000-10-26,,86.28598022460938,
2000-10-27,,87.92333984375,
2000-10-30,,88.71246337890625,
2000-10-31,,90.24128723144531,
2000-11-01,,89.93549346923828,
2000-11-02,,90.08346557617188,
2000-11-03,,90.13280487060547,
2000-11-06,,90.76400756835938,
2000-11-07,,90.74431610107422,
2000-11-08,,88.73210906982422,
2000-11-09,,88.39678192138672,
2000-11-10,,86.24651336669922,
2000-11-13,,85.57579803466797,
2000-11-14,,87.82469177246094,
2000-11-15,,88.10089111328125,
2000-11-16,,86.71997833251953,
2000-11-17,,86.25642395019531,
2000-11-20,,85.02348327636719,
2000-11-21,,85.45744323730469,
2000-11-22,,83.41570281982422,
2000-11-24,,85.12211608886719,
2000-11-27,,85.87171173095703,
2000-11-28,,84.39219665527344,
2000-11-29,,84.234375,
2000-11-30,,83.50448608398438,
2000-12-01,,83.46500396728516,
2000-12-04,,84.17520904541016,
2000-12-05,,86.9369888305664,
2000-12-06,,85.54617309570312,
2000-12-07,,84.37245178222656,
2000-12-08,,84.56970977783203,
2000-12-11,,87.5090560913086,
2000-12-12,,87.1342544555664,
2000-12-13,,85.9407730102539,
2000-12-14,,84.84590148925781,
2000-12-15,,82.92951965332031,
2000-12-18,,84.03762817382812,
2000-12-19,,82.32601928710938,
2000-12-20,,79.94161224365234,
2000-12-21,,80.49567413330078,
2000-12-22,,82.90972900390625,
2000-12-26,,83.8001708984375,
2000-12-27,,84.41358947753906,
2000-12-28,,84.67085266113281,
2000-12-29,,83.06803894042969,
2001-01-02,,81.56420135498047,
2001-01-03,,85.48213195800781,
2001-01-04,,84.56201934814453,
2001-01-05,,81.80164337158203,
2001-01-08,,82.43482971191406,
2001-01-09,,82.21720886230469,
2001-01-10,,83.66166687011719,
2001-01-11,,83.7408447265625,
2001-01-12,,83.58251953125,
2001-01-16,,84.11678314208984,
2001-01-17,,84.50264739990234,
2001-01-18,,85.34361267089844,
2001-01-19,,84.85883331298828,
2001-01-22,,85.42277526855469,
2001-01-23,,86.09552764892578,
2001-01-24,,86.3527603149414,
2001-01-25,,86.13510131835938,
2001-01-26,,86.03620147705078,
2001-01-29,,86.4952392578125,
2001-01-30,,87.25505828857422,
2001-01-31,,86.76119232177734,
2001-02-01,,87.33741760253906,
2001-02-02,,85.35548400878906,
2001-02-05,,85.9823989868164,
2001-02-06,,85.72906494140625,
2001-02-07,,85.2858657836914,
2001-02-08,,84.29170989990234,
2001-02-09,,83.48123931884766,
2001-02-12,,84.4373550415039,
2001-02-13,,83.74718475341797,
2001-02-14,,83.6205062866211,
2001-02-15,,84.43103790283203,
2001-02-16,,82.56938934326172,
2001-02-20,,81.29666900634766,
2001-02-21,,79.54273986816406,
2001-02-22,,79.66302490234375,
2001-02-23,,79.12479400634766,
2001-02-26,,80.80912017822266,
2001-02-27,,80.06194305419922,
2001-02-28,,78.48527526855469,
2001-03-01,,78.89684295654297,
2001-03-02,,78.26998138427734,
2001-03-05,,78.9854965209961,
2001-03-06,,79.8339614868164,
2001-03-07,,80.40385437011719,
2001-03-08,,80.49249267578125,
2001-03-09,,78.11166381835938,
2001-03-12,,74.76837921142578,
2001-03-13,,75.99678039550781,
2001-03-14,,74.49607849121094,
2001-03-15,,74.51509857177734,
2001-03-16,,73.02051544189453,
2001-03-19,,74.50619506835938,
2001-03-20,,72.50621795654297,
2001-03-21,,71.2745590209961,
2001-03-22,,70.55075073242188,
2001-03-23,,72.68401336669922,
2001-03-26,,73.61097717285156,
2001-03-27,,75.11569213867188,
2001-03-28,,73.0395736694336,
2001-03-29,,73.31893157958984,
2001-03-30,,74.0871810913086,
2001-04-02,,72.50621795654297,
2001-04-03,,70.08727264404297,
2001-04-04,,70.37928771972656,
2001-04-05,,73.0459213256836,
2001-04-06,,71.9348373413086,
2001-04-09,,72.73484802246094,
2001-04-10,,74.06175231933594,
2001-04-11,,74.11256408691406,
2001-04-12,,75.45857238769531,
2001-04-16,,74.66490936279297,
2001-04-17,,75.7188720703125,
2001-04-18,,78.72830200195312,
2001-04-19,,79.77593994140625,
2001-04-20,,79.04578399658203,
2001-04-23,,77.61088562011719,
2001-04-24,,77.19184112548828,
2001-04-25,,78.20134735107422,
2001-04-26,,78.55052947998047,
2001-04-27,,79.85845184326172,
2001-04-30,,80.41716766357422,
2001-05-01,,80.664794921875,
2001-05-02,,80.51878356933594,
2001-05-03,,79.49657440185547,
2001-05-04,,80.84891510009766,
2001-05-07,,80.1505126953125,
2001-05-08,,80.1124267578125,
2001-05-09,,79.77593994140625,
2001-05-10,,80.01081085205078,
2001-05-11,,79.4584732055664,
2001-05-14,,79.6171875,
2001-05-15,,79.98541259765625,
2001-05-16,,81.87107849121094,
2001-05-17,,81.99810028076172,
2001-05-18,,82.37267303466797,
2001-05-21,,83.58537292480469,
2001-05-22,,83.4774169921875,
2001-05-23,,82.06155395507812,
2001-05-24,,82.30282592773438,
2001-05-25,,81.33141326904297,
2001-05-29,,80.683837890625,
2001-05-30,,79.55369567871094,
2001-05-31,,79.96635437011719,
2001-06-01,,80.46160888671875,
2001-06-04,,80.84891510009766,
2001-06-05,,81.77586364746094,
2001-06-06,,81.0965347290039,
2001-06-07,,81.38858795166016,
2001-06-08,,80.63304901123047,
2001-06-11,,80.06159210205078,
2001-06-12,,79.92195892333984,
2001-06-13,,79.23624420166016,
2001-06-14,,77.45853424072266,
2001-06-15,,77.58330535888672,
2001-06-18,,77.2076644897461,
2001-06-19,,77.54510498046875,
2001-06-20,,77.95262145996094,
2001-06-21,,78.83763885498047,
2001-06-22,,78.22002410888672,
2001-06-25,,77.50054931640625,
2001-06-26,,77.39225769042969,
2001-06-27,,77.34774017333984,
2001-06-28,,77.77433013916016,
2001-06-29,,78.06086730957031,
2001-07-02,,79.03500366210938,
2001-07-03,,79.01593017578125,
2001-07-05,,77.47503662109375,
2001-07-06,,75.8005142211914,
2001-07-09,,76.21438598632812,
2001-07-10,,75.29750061035156,
2001-07-11,,75.3739242553711,
2001-07-12,,77.16305541992188,
2001-07-13,,77.83160400390625,
2001-07-16,,76.85745239257812,
2001-07-17,,77.57693481445312,
2001-07-18,,77.0484619140625,
2001-07-19,,77.72343444824219,
2001-07-20,,77.25858306884766,
2001-07-23,,75.73682403564453,
2001-07-24,,75.004638671875,
2001-07-25,,75.83235931396484,
2001-07-26,,76.62823486328125,
2001-07-27,,76.92111206054688,
2001-07-30,,76.94659423828125,
2001-07-31,,77.26493835449219,
2001-08-01,,77.74885559082031,
2001-08-02,,78.06722259521484,
2001-08-03,,77.64061737060547,
2001-08-06,,76.5964126586914,
2001-08-07,,76.89566040039062,
2001-08-08,,75.46942901611328,
2001-08-09,,75.6922607421875,
2001-08-10,,75.95332336425781,
2001-08-13,,75.9724349975586,
2001-08-14,,75.9405746459961,
2001-08-15,,75.28480529785156,
2001-08-16,,75.54585266113281,
2001-08-17,,74.3360824584961,
2001-08-20,,75.02371978759766,
2001-08-21,,73.74394226074219,
2001-08-22,,74.50801086425781,
2001-08-23,,74.2406005859375,
2001-08-24,,75.78137969970703,
2001-08-27,,75.32933807373047,
2001-08-28,,74.22782135009766,
2001-08-29,,73.56566619873047,
2001-08-30,,72.15215301513672,
2001-08-31,,72.68064880371094,
2001-09-04,,72.21583557128906,
2001-09-05,,72.39407348632812,
2001-09-06,,70.52852630615234,
2001-09-07,,69.22330474853516,
2001-09-10,,70.07012176513672,
2001-09-17,,66.40900421142578,
2001-09-18,,66.24983978271484,
2001-09-19,,64.9127426147461,
2001-09-20,,62.849822998046875,
2001-09-21,,62.17169952392578,
2001-09-24,,64.3574447631836,
2001-09-25,,65.02851104736328,
2001-09-26,,64.79841613769531,
2001-09-27,,65.36083221435547,
2001-09-28,,66.74766540527344,
2001-10-01,,66.63903045654297,
2001-10-02,,67.47626495361328,
2001-10-03,,68.60746002197266,
2001-10-04,,68.66496276855469,
2001-10-05,,68.5307846069336,
2001-10-08,,68.08338165283203,
2001-10-09,,67.71908569335938,
2001-10-10,,69.22737884521484,
2001-10-11,,70.30106353759766,
2001-10-12,,69.98152160644531,
2001-10-15,,69.85371398925781,
2001-10-16,,70.29472351074219,
2001-10-17,,68.7991943359375,
2001-10-18,,68.6521987915039,
2001-10-19,,68.60746002197266,
2001-10-22,,69.9623794555664,
2001-10-23,,69.60446166992188,
2001-10-24,,69.41910552978516,
2001-10-25,,70.66535186767578,
2001-10-26,,70.50557708740234,
2001-10-29,,68.67138671875,
2001-10-30,,67.84690856933594,
2001-10-31,,67.61683654785156,
2001-11-01,,69.34883880615234,
2001-11-02,,69.82176208496094,
2001-11-05,,70.73568725585938,
2001-11-06,,71.83493041992188,
2001-11-07,,71.73904418945312,
2001-11-08,,71.96273040771484,
2001-11-09,,72.0394287109375,
2001-11-12,,71.59844970703125,
2001-11-13,,73.208984375,
2001-11-14,,73.27931213378906,
2001-11-15,,73.41349792480469,
2001-11-16,,73.08753204345703,
2001-11-19,,73.98867797851562,
2001-11-20,,73.3687744140625,
2001-11-21,,72.88304901123047,
2001-11-23,,73.93114471435547,
2001-11-26,,74.09095001220703,
2001-11-27,,73.77139282226562,
2001-11-28,,72.43569946289062,
2001-11-29,,73.41349792480469,
2001-11-30,,72.8894271850586,
2001-12-03,,72.45486450195312,
2001-12-04,,73.6819076538086,
2001-12-05,,75.03046417236328,
2001-12-06,,74.99205017089844,
2001-12-07,,74.49357604980469,
2001-12-10,,73.1003189086914,
2001-12-11,,72.95335388183594,
2001-12-12,,73.03646087646484,
2001-12-13,,71.61760711669922,
2001-12-14,,72.30145263671875,
2001-12-17,,73.04920196533203,
2001-12-18,,73.48377227783203,
2001-12-19,,74.0014877319336,
2001-12-20,,73.27289581298828,
2001-12-21,,73.7173080444336,
2001-12-24,,73.57621765136719,
2001-12-26,,73.98023223876953,
2001-12-27,,74.42914581298828,
2001-12-28,,74.3906478881836,
2001-12-31,,73.30046844482422,
2002-01-02,,74.0892562866211,
2002-01-03,,74.92937469482422,
2002-01-04,,75.42955780029297,
2002-01-07,,74.89727783203125,
2002-01-08,,74.72415924072266,
2002-01-09,,74.11489868164062,
2002-01-10,,74.44198608398438,
2002-01-11,,73.71088409423828,
2002-01-14,,73.24915313720703,
2002-01-15,,73.84555053710938,
2002-01-16,,72.35135650634766,
2002-01-17,,72.89641571044922,
2002-01-18,,72.56297302246094,
2002-01-22,,72.06278228759766,
2002-01-23,,72.6142578125,
2002-01-24,,72.83872985839844,
2002-01-25,,72.81947326660156,
2002-01-28,,73.0183334350586,
2002-01-29,,70.72244262695312,
2002-01-30,,71.74209594726562,
2002-01-31,,72.58222198486328,
2002-02-01,,72.2422866821289,
2002-02-04,,70.44667053222656,
2002-02-05,,70.01062774658203,
2002-02-06,,69.70919036865234,
2002-02-07,,69.27310180664062,
2002-02-08,,70.6005859375,
2002-02-11,,71.46636199951172,
2002-02-12,,71.24187469482422,
2002-02-13,,71.99860382080078,
2002-02-14,,71.86394500732422,
2002-02-15,,71.11363983154297,
2002-02-19,,69.74766540527344,
2002-02-20,,70.92123413085938,
2002-02-21,,69.45269012451172,
2002-02-22,,70.3120346069336,
2002-02-25,,71.47274017333984,
2002-02-26,,71.32525634765625,
2002-02-27,,71.60100555419922,
2002-02-28,,71.2803955078125,
2002-03-01,,72.94133758544922,
2002-03-04,,74.23035430908203,
2002-03-05,,73.99304962158203,
2002-03-06,,74.87166595458984,
2002-03-07,,74.71128845214844,
2002-03-08,,75.02557373046875,
2002-03-11,,75.1859130859375,
2002-03-12,,75.14098358154297,
2002-03-13,,74.41630554199219,
2002-03-14,,74.31373596191406,
2002-03-15,,75.02180480957031,
2002-03-18,,75.0346450805664,
2002-03-19,,75.53633880615234,
2002-03-20,,74.11497497558594,
2002-03-21,,74.14716339111328,
2002-03-22,,73.98637390136719,
2002-03-25,,73.06671142578125,
2002-03-26,,73.49114990234375,
2002-03-27,,73.68406677246094,
2002-03-28,,73.65190887451172,
2002-04-01,,73.68406677246094,
2002-04-02,,73.27889251708984,
2002-04-03,,72.7643814086914,
2002-04-04,,72.4621353149414,
2002-04-05,,72.47501373291016,
2002-04-08,,72.62935638427734,
2002-04-09,,72.12125396728516,
2002-04-10,,72.93804931640625,
2002-04-11,,71.12440490722656,
2002-04-12,,71.65824127197266,
2002-04-15,,71.11155700683594,
2002-04-16,,72.8030014038086,
2002-04-17,,72.64862060546875,
2002-04-18,,72.33349609375,
2002-04-19,,72.59720611572266,
2002-04-22,,71.38807678222656,
2002-04-23,,71.07942199707031,
2002-04-24,,70.36553955078125,
2002-04-25,,70.40409851074219,
2002-04-26,,69.06635284423828,
2002-04-29,,68.72549438476562,
2002-04-30,,69.36862182617188,
2002-05-01,,70.21759033203125,
2002-05-02,,69.94747161865234,
2002-05-03,,69.18853759765625,
2002-05-06,,67.83155822753906,
2002-05-07,,67.59357452392578,
2002-05-08,,70.10823059082031,
2002-05-09,,69.29789733886719,
2002-05-10,,67.99234008789062,
2002-05-13,,69.3750991821289,
2002-05-14,,70.88645935058594,
2002-05-15,,70.60987854003906,
2002-05-16,,70.97650146484375,
2002-05-17,,71.32377624511719,
2002-05-20,,70.552001953125,
2002-05-21,,69.90890502929688,
2002-05-22,,70.06324768066406,
2002-05-23,,70.80928802490234,
2002-05-24,,69.90245056152344,
2002-05-28,,69.52297973632812,
2002-05-29,,69.00848388671875,
2002-05-30,,68.81554412841797,
2002-05-31,,68.95698547363281,
2002-06-03,,67.12409210205078,
2002-06-04,,67.29131317138672,
2002-06-05,,67.92159271240234,
2002-06-06,,66.53886413574219,
2002-06-07,,66.46165466308594,
2002-06-10,,66.71896362304688,
2002-06-11,,65.57415008544922,
2002-06-12,,65.97288513183594,
2002-06-13,,65.31047821044922,
2002-06-14,,65.21400451660156,
2002-06-17,,66.96329498291016,
2002-06-18,,67.5099868774414,
2002-06-19,,65.93428039550781,
2002-06-20,,65.091796875,
2002-06-21,,64.07402038574219,
2002-06-24,,64.40959167480469,
2002-06-25,,62.96393966674805,
2002-06-26,,63.06721115112305,
2002-06-27,,64.17080688476562,
2002-06-28,,63.86748504638672,
2002-07-01,,62.621891021728516,
2002-07-02,,61.292388916015625,
2002-07-03,,61.64091110229492,
2002-07-05,,64.0933837890625,
2002-07-08,,63.29310989379883,
2002-07-09,,61.69902420043945,
2002-07-10,,59.45307540893555,
2002-07-11,,59.93711471557617,
2002-07-12,,59.278785705566406,
2002-07-15,,59.59505081176758,
2002-07-16,,58.44624328613281,
2002-07-17,,58.56240463256836,
2002-07-18,,56.664947509765625,
2002-07-19,,54.67072677612305,
2002-07-22,,53.050804138183594,
2002-07-23,,51.59869384765625,
2002-07-24,,54.67720413208008,
2002-07-25,,54.212493896484375,
2002-07-26,,55.2451057434082,
2002-07-29,,57.936405181884766,
2002-07-30,,58.69150161743164,35.83565139770508
2002-07-31,,58.8334846496582,36.27969741821289
2002-08-01,,57.297447204589844,36.486305236816406
2002-08-02,,56.013145446777344,36.85991668701172
2002-08-05,,54.064048767089844,37.02259826660156
2002-08-06,,55.884056091308594,36.706077575683594
2002-08-07,,56.85860824584961,36.794010162353516
2002-08-08,,58.69793701171875,36.794010162353516
2002-08-09,,58.9173698425293,37.31270217895508
2002-08-12,,58.484962463378906,37.54130172729492
2002-08-13,,57.42006301879883,38.002872467041016
2002-08-14,,59.517578125,38.1479606628418
2002-08-15,,60.343711853027344,37.81385040283203
2002-08-16,,60.162986755371094,37.391822814941406
2002-08-19,,61.569915771484375,37.50614547729492
2002-08-20,,60.918067932128906,37.923728942871094
2002-08-21,,61.795814514160156,37.72152328491211
2002-08-22,,62.39604187011719,37.391822814941406
2002-08-23,,61.053611755371094,37.761112213134766
2002-08-26,,61.47958755493164,37.79624938964844
2002-08-27,,60.7696418762207,37.558868408203125
2002-08-28,,59.44012451171875,37.747920989990234
2002-08-29,,59.465980529785156,38.05122756958008
2002-08-30,,59.23362350463867,38.279842376708984
2002-09-03,,56.9747314453125,38.86831283569336
2002-09-04,,57.78795623779297,38.859500885009766
2002-09-05,,57.297447204589844,39.07139205932617
2002-09-06,,58.084800720214844,38.61225128173828
2002-09-09,,58.510807037353516,38.554866790771484
2002-09-10,,59.1819953918457,38.74031066894531
2002-09-11,,58.814109802246094,38.537193298339844
2002-09-12,,57.7298583984375,38.83742904663086
2002-09-13,,57.871849060058594,39.19500732421875
2002-09-16,,58.01384735107422,39.26124572753906
2002-09-17,,56.684349060058594,39.33628845214844
2002-09-18,,56.11639404296875,39.34516143798828
2002-09-19,,54.664276123046875,39.61000442504883
2002-09-20,,54.68242645263672,39.42456817626953
2002-09-23,,54.23512268066406,39.77775955200195
2002-09-24,,53.35993194580078,40.03383255004883
2002-09-25,,54.68242645263672,39.54819869995117
2002-09-26,,55.57704162597656,39.45548629760742
2002-09-27,,53.645172119140625,39.75125503540039
2002-09-30,,53.02283477783203,39.91020965576172
2002-10-01,,55.57056427001953,39.41518020629883
2002-10-02,,53.904502868652344,39.64119338989258
2002-10-03,,53.35993194580078,39.54372024536133
2002-10-04,,52.381046295166016,39.66777801513672
2002-10-07,,51.29838943481445,39.734291076660156
2002-10-08,,52.10225296020508,39.7475700378418
2002-10-09,,50.63067626953125,39.95143508911133
2002-10-10,,52.27081298828125,39.63679122924805
2002-10-11,,54.55923843383789,39.167030334472656
2002-10-14,,54.86394119262695,39.10942459106445
2002-10-15,,57.50244140625,38.18318557739258
2002-10-16,,56.10866928100586,38.200923919677734
2002-10-17,,57.22369384765625,37.73561477661133
2002-10-18,,57.46356201171875,37.833099365234375
2002-10-21,,58.455448150634766,37.46528244018555
2002-10-22,,58.034027099609375,37.35891342163086
2002-10-23,,58.47483825683594,37.372188568115234
2002-10-24,,57.282039642333984,37.700138092041016
2002-10-25,,58.47483825683594,37.83750915527344
2002-10-28,,58.092376708984375,37.78436279296875
2002-10-29,,57.418182373046875,38.27629089355469
2002-10-30,,57.975685119628906,38.26299285888672
2002-10-31,,57.3857421875,38.43582534790039
2002-11-01,,58.520240783691406,38.27509689331055
2002-11-04,,59.077762603759766,38.10593032836914
2002-11-05,,59.54450225830078,37.959041595458984
2002-11-06,,60.31599044799805,38.11039352416992
2002-11-07,,58.837921142578125,39.054134368896484
2002-11-08,,58.118324279785156,39.37017822265625
2002-11-11,,57.21723556518555,39.583866119384766
2002-11-12,,57.670997619628906,39.35686111450195
2002-11-13,,57.7293586730957,39.441429138183594
2002-11-14,,58.818458557128906,38.6223258972168
2002-11-15,,59.25277328491211,38.778133392333984
2002-11-18,,58.65635681152344,38.951744079589844
2002-11-19,,58.57858657836914,39.09419250488281
2002-11-20,,59.881622314453125,38.71135711669922
2002-11-21,,60.996681213378906,38.337432861328125
2002-11-22,,60.562355041503906,38.30181884765625
2002-11-25,,60.60123062133789,38.2305793762207
2002-11-26,,59.44725799560547,38.71135711669922
2002-11-27,,61.11979675292969,37.838836669921875
2002-11-29,,60.925323486328125,38.083683013916016
2002-12-02,,61.02260971069336,38.11901092529297
2002-12-03,,60.205787658691406,38.17266082763672
2002-12-04,,59.9334831237793,38.36945724487305
2002-12-05,,59.272247314453125,38.46781921386719
2002-12-06,,59.66123580932617,38.5349006652832
2002-12-09,,58.021080017089844,38.74955368041992
2002-12-10,,58.79899597167969,38.852413177490234
2002-12-11,,58.85087585449219,39.11177444458008
2002-12-12,,58.84438705444336,39.07601547241211
2002-12-13,,57.917335510253906,38.695892333984375
2002-12-16,,59.414859771728516,38.40522384643555
2002-12-17,,58.896244049072266,38.40522384643555
2002-12-18,,58.215576171875,38.7048225402832
2002-12-19,,57.80066680908203,39.0492057800293
2002-12-20,,58.62543487548828,39.07601547241211
2002-12-23,,58.644920349121094,39.08495330810547
2002-12-24,,58.208457946777344,39.30405807495117
2002-12-26,,58.23453140258789,39.38010025024414
2002-12-27,,56.92507553100586,39.81389236450195
2002-12-30,,57.40065383911133,39.90781021118164
2002-12-31,,57.478843688964844,39.80709457397461
2003-01-02,,59.32897186279297,38.777915954589844
2003-01-03,,59.51139831542969,38.86779022216797
2003-01-06,,60.56024932861328,38.76439666748047
2003-01-07,,60.410430908203125,38.90373992919922
2003-01-08,,59.537471771240234,39.09702682495117
2003-01-09,,60.462520599365234,38.346431732177734
2003-01-10,,60.62543487548828,38.445335388183594
2003-01-13,,60.60585403442383,38.508209228515625
2003-01-14,,60.8012809753418,38.643062591552734
2003-01-15,,60.19544982910156,38.83184051513672
2003-01-16,,59.947898864746094,38.88574981689453
2003-01-17,,59.06191635131836,39.079002380371094
2003-01-21,,58.143333435058594,39.30373764038086
2003-01-22,,57.43975067138672,39.49701690673828
2003-01-23,,57.79151916503906,39.30373764038086
2003-01-24,,56.27362823486328,39.537452697753906
2003-01-27,,55.50491714477539,39.39360809326172
2003-01-28,,55.91532516479492,39.39360809326172
2003-01-29,,56.33877944946289,39.177886962890625
