Date,IEF,SHY,TLT
2022-08-03,91.64289093017578,72.3700942993164,102.50733184814453
2022-08-04,92.10736083984375,72.46636962890625,102.47297668457031
2022-08-05,90.7752914428711,72.16883850097656,100.03376770019531
2022-08-08,91.30985260009766,72.23884582519531,101.6484375
2022-08-09,91.03819274902344,72.16883850097656,101.25334167480469
2022-08-10,91.09075164794922,72.23884582519531,100.59202575683594
2022-08-11,90.48605346679688,72.21256256103516,98.24728393554688
2022-08-12,90.84535217285156,72.23006439208984,99.24356842041016
2022-08-15,91.13456726074219,72.29132843017578,99.1576919555664
2022-08-16,91.02941131591797,72.23006439208984,99.56996154785156
2022-08-17,90.41593170166016,72.16883850097656,98.53069305419922
2022-08-18,90.59119415283203,72.27381134033203,98.6767349243164
2022-08-19,89.81123352050781,72.22132110595703,97.08780670166016
2022-08-22,89.41688537597656,72.12503814697266,96.76144409179688
2022-08-23,89.1977767944336,72.16007232666016,96.22891235351562
2022-08-24,88.89981079101562,72.08131408691406,95.52462005615234
2022-08-25,89.46947479248047,72.12503814697266,96.85590362548828
2022-08-26,89.36430358886719,72.10755157470703,97.58594512939453
2022-08-29,88.85599517822266,72.05503845214844,96.77859497070312
2022-08-30,88.82971954345703,72.02005767822266,97.01908111572266
2022-08-31,88.46163177490234,72.01131439208984,96.09146118164062
2022-09-01,87.75836944580078,71.95874786376953,94.3322525024414
2022-09-02,88.25004577636719,72.11643981933594,94.86585235595703
2022-09-06,87.2667236328125,71.95874786376953,92.51614379882812
2022-09-07,87.83740997314453,72.0638656616211,93.97933959960938
2022-09-08,87.51256561279297,71.97624206542969,93.015380859375
2022-09-09,87.52135467529297,71.91490936279297,93.22190856933594
2022-09-12,87.31065368652344,71.90613555908203,92.45590209960938
2022-09-13,86.81900787353516,71.66083526611328,92.67107391357422
2022-09-14,86.8628921508789,71.59952545166016,92.98955535888672
2022-09-15,86.5644302368164,71.52066040039062,92.9292984008789
2022-09-16,86.63465881347656,71.55570983886719,92.15467071533203
2022-09-19,86.38880920410156,71.4768295288086,92.36984252929688
2022-09-20,85.85326385498047,71.44180297851562,91.44890594482422
2022-09-21,86.19571685791016,71.3804931640625,92.98092651367188
2022-09-22,84.89632415771484,71.24906158447266,90.60543060302734
2022-09-23,85.0016860961914,71.16142272949219,90.97552490234375
2022-09-26,83.58821868896484,71.00372314453125,89.23692321777344
2022-09-27,83.01756286621094,71.00372314453125,86.8872299194336
2022-09-28,84.8875732421875,71.3104019165039,89.79637908935547
2022-09-29,84.49248504638672,71.2139892578125,89.33158874511719
2022-09-30,84.27299499511719,71.15267944335938,88.17825317382812
2022-10-03,85.27316284179688,71.30882263183594,89.5793685913086
2022-10-04,85.44908142089844,71.33515167236328,89.32917785644531
2022-10-05,84.63980102539062,71.26496887207031,88.4750747680664
2022-10-06,84.1736068725586,71.17726135253906,87.98330688476562
2022-10-07,83.76014709472656,71.08952331542969,87.129150390625
2022-10-10,83.26757049560547,71.06317138671875,85.7746353149414
2022-10-11,83.47868347167969,71.09830474853516,86.15424346923828
2022-10-12,83.75135803222656,71.16849517822266,86.57698059082031
2022-10-13,83.39948272705078,70.95790100097656,85.74876403808594
2022-10-14,82.93329620361328,70.92283630371094,85.04132080078125
2022-10-17,83.02124786376953,71.00177001953125,84.6271743774414
2022-10-18,83.23236846923828,71.03687286376953,84.82562255859375
2022-10-19,82.36150360107422,70.9052734375,83.2812728881836
2022-10-20,81.74577331542969,70.82630920410156,81.85774230957031
2022-10-21,81.93046569824219,71.01055145263672,80.3824462890625
2022-10-24,81.8249282836914,70.99298858642578,79.7181396484375
2022-10-25,82.8453140258789,71.06317138671875,82.0389175415039
2022-10-26,83.26757049560547,71.1246109008789,83.22088623046875
2022-10-27,83.85690307617188,71.27373504638672,84.09225463867188
2022-10-28,83.42591857910156,71.16849517822266,83.51424407958984
2022-10-31,83.04764556884766,71.06317138671875,82.91893005371094
2022-11-01,83.03266906738281,70.99375915527344,83.69384002685547
2022-11-02,82.89160919189453,70.9586181640625,83.33060455322266
2022-11-03,82.53016662597656,70.8267593383789,82.88087463378906
2022-11-04,82.35385131835938,70.90585327148438,81.48841857910156
2022-11-07,82.06298828125,70.8443603515625,80.67545318603516
2022-11-08,82.60953521728516,70.91466522216797,81.55762481689453
2022-11-09,82.89160919189453,71.02890014648438,81.82572174072266
2022-11-10,84.75166320800781,71.41560363769531,84.97389221191406
2022-11-11,84.57537078857422,71.39803314208984,84.66253662109375
2022-11-14,84.37258911132812,71.33650207519531,84.4549331665039
2022-11-15,84.99848937988281,71.40677642822266,85.82148742675781
2022-11-16,85.62438201904297,71.41560363769531,87.69822692871094
2022-11-17,85.0425796508789,71.32772827148438,86.77281188964844
2022-11-18,84.74283599853516,71.24864196777344,86.17607879638672
2022-11-21,84.68994903564453,71.2310562133789,86.539306640625
2022-11-22,85.1748275756836,71.28376770019531,87.76740264892578
2022-11-23,85.63322448730469,71.34529113769531,89.2982406616211
2022-11-25,85.60677337646484,71.35408782958984,88.99555969238281
2022-11-28,85.64202880859375,71.37165832519531,89.2463607788086
2022-11-29,85.28058624267578,71.34529113769531,88.1998519897461
2022-11-30,86.04756164550781,71.55621337890625,88.84850311279297
2022-12-01,86.98737335205078,71.71031951904297,91.68685913085938
2022-12-02,87.16405487060547,71.69271087646484,92.8398666381836
2022-12-05,86.28073120117188,71.49015045166016,91.53946685791016
2022-12-06,86.81068420410156,71.5694351196289,92.71851348876953
2022-12-07,87.57036590576172,71.71914672851562,94.90318298339844
2022-12-08,87.07569885253906,71.64868927001953,94.64308166503906
2022-12-09,86.43090057373047,71.61346435546875,92.1810073852539
2022-12-12,86.30724334716797,71.5694351196289,92.47574615478516
2022-12-13,87.08453369140625,71.78079986572266,93.36866760253906
2022-12-14,87.322998046875,71.78958892822266,93.76750946044922
2022-12-15,87.49292755126953,71.79928588867188,94.13335418701172
2022-12-16,87.27168273925781,71.8698959350586,93.08184051513672
2022-12-19,86.56365966796875,71.78164672851562,91.51756286621094
2022-12-20,85.93531799316406,71.78164672851562,89.89248657226562
2022-12-21,86.04151916503906,71.85224151611328,90.11842346191406
2022-12-22,86.01498413085938,71.8081283569336,90.10104370117188
2022-12-23,85.62557220458984,71.7728271484375,88.78011322021484
2022-12-27,84.90869140625,71.67572021484375,87.02467346191406
2022-12-28,84.70515441894531,71.67572021484375,86.51195526123047
2022-12-29,85.12110900878906,71.72867584228516,87.49396514892578
2022-12-30,84.76708221435547,71.64044952392578,86.52067565917969
2023-01-03,85.43084716796875,71.70221710205078,88.17181396484375
2023-01-04,86.08576202392578,71.7728271484375,89.37977600097656
2023-01-05,85.96187591552734,71.67572021484375,89.75344848632812
2023-01-06,87.06813049316406,71.9493408203125,91.40459442138672
2023-01-09,87.28939819335938,72.01995086669922,91.89127349853516
