Date,BTC-USD,QQQ
2018-05-12,8504.8896484375,
2018-05-13,8723.9404296875,
2018-05-14,8716.7900390625,160.9788818359375
2018-05-15,8510.3798828125,159.1959991455078
2018-05-16,8368.830078125,160.24864196777344
2018-05-17,8094.31982421875,159.63221740722656
2018-05-18,8250.9697265625,158.80722045898438
2018-05-19,8247.1796875,
2018-05-20,8513.25,
2018-05-21,8418.990234375,159.69862365722656
2018-05-22,8041.77978515625,159.4900360107422
2018-05-23,7557.81982421875,160.83665466308594
2018-05-24,7587.33984375,160.7891845703125
2018-05-25,7480.14013671875,160.95040893554688
2018-05-26,7355.8798828125,
2018-05-27,7368.22021484375,
2018-05-28,7135.990234375,
2018-05-29,7472.58984375,160.2391815185547
2018-05-30,7406.52001953125,161.38668823242188
2018-05-31,7494.169921875,161.28231811523438
2018-06-01,7541.4501953125,163.81434631347656
2018-06-02,7643.4501953125,
2018-06-03,7720.25,
2018-06-04,7514.47021484375,165.2937774658203
2018-06-05,7633.759765625,165.8058624267578
2018-06-06,7653.97998046875,166.77320861816406
2018-06-07,7678.240234375,165.41709899902344
2018-06-08,7624.919921875,165.426513671875
2018-06-09,7531.97998046875,
2018-06-10,6786.02001953125,
2018-06-11,6906.919921875,165.8722381591797
2018-06-12,6582.35986328125,166.74472045898438
2018-06-13,6349.89990234375,166.7351837158203
2018-06-14,6675.35009765625,168.4232635498047
2018-06-15,6456.580078125,167.8352508544922
2018-06-16,6550.16015625,
2018-06-17,6499.27001953125,
2018-06-18,6734.81982421875,167.7383270263672
2018-06-19,6769.93994140625,167.26315307617188
2018-06-20,6776.5498046875,168.45115661621094
2018-06-21,6729.740234375,166.98757934570312
2018-06-22,6083.68994140625,166.61691284179688
2018-06-23,6162.47998046875,
2018-06-24,6173.22998046875,
2018-06-25,6249.18017578125,162.8629913330078
2018-06-26,6093.669921875,163.52830505371094
2018-06-27,6157.1298828125,161.3044891357422
2018-06-28,5903.43994140625,162.69195556640625
2018-06-29,6218.2998046875,163.12908935546875
2018-06-30,6404.0,
2018-07-01,6385.81982421875,
2018-07-02,6614.18017578125,164.22201538085938
2018-07-03,6529.58984375,162.32127380371094
2018-07-04,6597.5498046875,
2018-07-05,6639.14013671875,164.3360595703125
2018-07-06,6673.5,166.8925323486328
2018-07-07,6856.93017578125,
2018-07-08,6773.8798828125,
2018-07-09,6741.75,168.3941192626953
2018-07-10,6329.9501953125,168.5176544189453
2018-07-11,6394.7099609375,167.662353515625
2018-07-12,6228.81005859375,170.5514373779297
2018-07-13,6238.0498046875,170.69393920898438
2018-07-14,6276.1201171875,
2018-07-15,6359.64013671875,
2018-07-16,6741.75,170.2852783203125
2018-07-17,7321.0400390625,171.3212127685547
2018-07-18,7370.77978515625,170.99806213378906
2018-07-19,7466.85986328125,170.14276123046875
2018-07-20,7354.1298828125,170.104736328125
2018-07-21,7419.2900390625,
2018-07-22,7418.490234375,
2018-07-23,7711.10986328125,170.6464080810547
2018-07-24,8424.26953125,171.34976196289062
2018-07-25,8181.39013671875,173.74459838867188
2018-07-26,7951.580078125,171.1121063232422
2018-07-27,8165.009765625,168.80270385742188
2018-07-28,8192.150390625,
2018-07-29,8218.4599609375,
2018-07-30,8180.47998046875,166.41734313964844
2018-07-31,7780.43994140625,167.6908416748047
2018-08-01,7624.91015625,168.32757568359375
2018-08-02,7567.14990234375,170.617919921875
2018-08-03,7434.39013671875,171.14059448242188
2018-08-04,7032.85009765625,
2018-08-05,7068.47998046875,
2018-08-06,6951.7998046875,172.14797973632812
2018-08-07,6753.1201171875,172.7752685546875
2018-08-08,6305.7998046875,172.98431396484375
2018-08-09,6568.22998046875,172.87979125976562
2018-08-10,6184.7099609375,171.55880737304688
2018-08-11,6295.72998046875,
2018-08-12,6322.68994140625,
2018-08-13,6297.56982421875,171.36874389648438
2018-08-14,6199.7099609375,172.44259643554688
2018-08-15,6308.52001953125,170.3328399658203
2018-08-16,6334.72998046875,170.89353942871094
2018-08-17,6580.6298828125,170.93153381347656
2018-08-18,6423.759765625,
2018-08-19,6506.06982421875,
2018-08-20,6308.52978515625,170.77952575683594
2018-08-21,6488.759765625,171.40673828125
2018-08-22,6376.7099609375,172.07192993164062
2018-08-23,6534.8798828125,171.8249053955078
2018-08-24,6719.9599609375,173.42149353027344
2018-08-25,6763.18994140625,
2018-08-26,6707.259765625,
2018-08-27,6884.64013671875,175.18914794921875
2018-08-28,7096.27978515625,175.44577026367188
2018-08-29,7047.16015625,177.47006225585938
2018-08-30,6978.22998046875,177.1564178466797
2018-08-31,7037.580078125,177.38446044921875
2018-09-01,7193.25,
2018-09-02,7272.72021484375,
2018-09-03,7260.06005859375,
2018-09-04,7361.66015625,176.62423706054688
2018-09-05,6792.830078125,174.3433380126953
2018-09-06,6529.169921875,172.78477478027344
2018-09-07,6467.06982421875,172.11949157714844
2018-09-08,6225.97998046875,
2018-09-09,6300.85986328125,
2018-09-10,6329.7001953125,172.69923400878906
2018-09-11,6321.2001953125,174.02969360351562
2018-09-12,6351.7998046875,173.51649475097656
2018-09-13,6517.31005859375,175.3697052001953
2018-09-14,6512.7099609375,174.8565216064453
2018-09-15,6543.2001953125,
2018-09-16,6517.18017578125,
2018-09-17,6281.2001953125,172.33810424804688
2018-09-18,6371.2998046875,173.7636260986328
2018-09-19,6398.5400390625,173.6305694580078
2018-09-20,6519.669921875,175.55030822753906
2018-09-21,6734.9501953125,174.59043884277344
2018-09-22,6721.97998046875,
2018-09-23,6710.6298828125,
2018-09-24,6595.41015625,175.0760040283203
2018-09-25,6446.47021484375,175.3140411376953
2018-09-26,6495.0,175.4378204345703
2018-09-27,6676.75,176.92298889160156
2018-09-28,6644.1298828125,176.88491821289062
2018-09-29,6601.9599609375,
2018-09-30,6625.56005859375,
2018-10-01,6589.6201171875,177.24671936035156
2018-10-02,6556.10009765625,176.84686279296875
2018-10-03,6502.58984375,177.0372314453125
2018-10-04,6576.68994140625,173.63836669921875
2018-10-05,6622.47998046875,171.5152587890625
2018-10-06,6588.31005859375,
2018-10-07,6602.9501953125,
2018-10-08,6652.22998046875,170.46795654296875
2018-10-09,6642.64013671875,171.02017211914062
2018-10-10,6585.52978515625,163.49879455566406
2018-10-11,6256.240234375,161.470947265625
2018-10-12,6274.580078125,165.96466064453125
2018-10-13,6285.990234375,
2018-10-14,6290.93017578125,
2018-10-15,6596.5400390625,163.955810546875
2018-10-16,6596.10986328125,168.72567749023438
2018-10-17,6544.43017578125,168.7923583984375
2018-10-18,6476.7099609375,164.87928771972656
2018-10-19,6465.41015625,164.72702026367188
2018-10-20,6489.18994140625,
2018-10-21,6482.35009765625,
2018-10-22,6487.16015625,165.57435607910156
2018-10-23,6475.740234375,164.9650421142578
2018-10-24,6495.83984375,157.41510009765625
2018-10-25,6476.2900390625,162.86097717285156
2018-10-26,6474.75,158.67185974121094
2018-10-27,6480.3798828125,
2018-10-28,6486.39013671875,
2018-10-29,6332.6298828125,155.40621948242188
2018-10-30,6334.27001953125,157.96731567382812
2018-10-31,6317.60986328125,161.68040466308594
2018-11-01,6377.77978515625,163.81298828125
2018-11-02,6388.43994140625,161.26145935058594
2018-11-03,6361.259765625,
2018-11-04,6376.1298828125,
2018-11-05,6419.66015625,160.86166381835938
2018-11-06,6461.009765625,162.0802459716797
2018-11-07,6530.14013671875,167.16433715820312
2018-11-08,6453.72021484375,166.09800720214844
2018-11-09,6385.6201171875,163.2989044189453
2018-11-10,6409.22021484375,
2018-11-11,6411.27001953125,
2018-11-12,6371.27001953125,158.35768127441406
2018-11-13,6359.490234375,158.49090576171875
2018-11-14,5738.35009765625,157.2818145751953
2018-11-15,5648.02978515625,160.03329467773438
2018-11-16,5575.5498046875,159.4716033935547
2018-11-17,5554.330078125,
2018-11-18,5623.5400390625,
2018-11-19,4871.490234375,154.2923126220703
2018-11-20,4451.8701171875,151.53134155273438
2018-11-21,4602.169921875,152.68328857421875
2018-11-22,4365.93994140625,
2018-11-23,4347.10986328125,151.5789337158203
2018-11-24,3880.760009765625,
2018-11-25,4009.969970703125,
2018-11-26,3779.1298828125,155.08251953125
2018-11-27,3820.719970703125,155.60618591308594
2018-11-28,4257.419921875,160.61404418945312
2018-11-29,4278.8466796875,160.0904083251953
2018-11-30,4017.2685546875,161.25193786621094
2018-12-01,4214.671875,
2018-12-02,4139.8779296875,
2018-12-03,3894.130859375,164.07009887695312
2018-12-04,3956.893798828125,157.7769012451172
2018-12-05,3753.994873046875,
2018-12-06,3521.101806640625,158.8907928466797
2018-12-07,3419.937255859375,153.64488220214844
2018-12-08,3476.11474609375,
2018-12-09,3614.234375,
2018-12-10,3502.656005859375,155.25389099121094
2018-12-11,3424.588134765625,155.76805114746094
2018-12-12,3486.9501953125,157.13900756835938
2018-12-13,3313.67724609375,157.18658447265625
2018-12-14,3242.48486328125,153.35931396484375
2018-12-15,3236.76171875,
2018-12-16,3252.839111328125,
2018-12-17,3545.86474609375,149.88424682617188
2018-12-18,3696.05908203125,150.82681274414062
2018-12-19,3745.95068359375,147.12327575683594
2018-12-20,4134.44140625,144.9906005859375
2018-12-21,3896.543701171875,140.4968719482422
2018-12-22,4014.1826171875,
2018-12-23,3998.980224609375,
2018-12-24,4078.59912109375,137.01284790039062
2018-12-25,3815.49072265625,
2018-12-26,3857.297607421875,145.56777954101562
2018-12-27,3654.83349609375,146.13104248046875
2018-12-28,3923.918701171875,146.05467224121094
2018-12-29,3820.40869140625,
2018-12-30,3865.95263671875,
2018-12-31,3742.700439453125,147.28636169433594
2019-01-01,3843.52001953125,
2019-01-02,3943.409423828125,147.8782958984375
2019-01-03,3836.7412109375,143.04710388183594
2019-01-04,3857.717529296875,149.1673583984375
2019-01-05,3845.194580078125,
2019-01-06,4076.632568359375,
2019-01-07,4025.248291015625,150.94320678710938
2019-01-08,4030.847900390625,152.30857849121094
2019-01-09,4035.29638671875,153.54981994628906
2019-01-10,3678.924560546875,153.98902893066406
2019-01-11,3687.365478515625,153.4256591796875
2019-01-12,3661.301025390625,
2019-01-13,3552.953125,
2019-01-14,3706.05224609375,152.06988525390625
2019-01-15,3630.67529296875,155.0392303466797
2019-01-16,3655.0068359375,155.01065063476562
2019-01-17,3678.56396484375,156.2327880859375
2019-01-18,3657.83935546875,157.779541015625
2019-01-19,3728.568359375,
2019-01-20,3601.013671875,
2019-01-21,3576.032470703125,
2019-01-22,3604.5771484375,154.61923217773438
2019-01-23,3585.123046875,154.81967163085938
2019-01-24,3600.865478515625,155.8222198486328
2019-01-25,3599.765869140625,157.68409729003906
2019-01-26,3602.46044921875,
2019-01-27,3583.9658203125,
2019-01-28,3470.450439453125,155.7362518310547
2019-01-29,3448.116943359375,154.26588439941406
2019-01-30,3486.181640625,158.19012451171875
2019-01-31,3457.792724609375,160.55801391601562
2019-02-01,3487.9453125,159.8800506591797
2019-02-02,3521.060791015625,
2019-02-03,3464.013427734375,
2019-02-04,3459.154052734375,161.8660125732422
2019-02-05,3466.357421875,163.29824829101562
2019-02-06,3413.767822265625,162.81129455566406
2019-02-07,3399.4716796875,160.62481689453125
2019-02-08,3666.7802734375,160.9398956298828
2019-02-09,3671.20361328125,
2019-02-10,3690.188232421875,
2019-02-11,3648.4306640625,160.7871551513672
2019-02-12,3653.528564453125,163.16458129882812
2019-02-13,3632.070556640625,163.2791290283203
2019-02-14,3616.880859375,163.47967529296875
