Date,HYG,VWO
2007-07-26,29.945608139038086,27.576547622680664
2007-07-27,29.445720672607422,27.275135040283203
2007-07-30,29.730928421020508,28.32416343688965
2007-07-31,29.832136154174805,27.92523765563965
2007-08-01,29.770416259765625,27.48198890686035
2007-08-02,29.94013214111328,27.774539947509766
2007-08-03,29.94013214111328,26.654569625854492
2007-08-06,29.8753662109375,27.334230422973633
2007-08-07,30.088321685791016,27.434701919555664
2007-08-08,30.443309783935547,28.19120979309082
2007-08-09,30.412399291992188,27.020992279052734
2007-08-10,30.350671768188477,26.72844696044922
2007-08-13,30.572927474975586,26.890979766845703
2007-08-14,30.33525848388672,26.048786163330078
2007-08-15,30.50501251220703,24.76629638671875
2007-08-16,30.46487808227539,24.349632263183594
2007-08-17,30.773540496826172,25.283424377441406
2007-08-20,30.480304718017578,25.42823028564453
2007-08-21,30.32289695739746,25.23318862915039
2007-08-22,30.55750274658203,26.25859260559082
2007-08-23,30.742694854736328,26.47726821899414
2007-08-24,30.819868087768555,27.074195861816406
2007-08-27,31.02046775817871,27.201261520385742
2007-08-28,30.912443161010742,26.122665405273438
2007-08-29,31.03592300415039,27.357868194580078
2007-08-30,31.100749969482422,27.083057403564453
2007-08-31,31.381603240966797,27.922286987304688
2007-09-04,31.599945068359375,28.312360763549805
2007-09-05,31.612356185913086,27.65633201599121
2007-09-06,31.59373664855957,28.070035934448242
2007-09-07,31.233474731445312,27.514490127563477
2007-09-10,31.36700439453125,27.32536506652832
2007-09-11,31.62476348876953,28.10846519470215
2007-09-12,31.767637252807617,28.025724411010742
2007-09-13,31.655839920043945,28.303497314453125
2007-09-14,31.95398712158203,28.344863891601562
2007-09-17,32.09994888305664,28.08481788635254
2007-09-18,32.329776763916016,29.402774810791016
2007-09-19,32.94778823852539,29.46778106689453
2007-09-20,32.14030075073242,29.272743225097656
2007-09-21,32.221073150634766,29.77216339111328
2007-09-24,32.438480377197266,30.141529083251953
2007-09-25,32.51609420776367,30.168127059936523
2007-09-26,32.39808654785156,30.392715454101562
2007-09-27,32.2987060546875,30.91280746459961
2007-09-28,32.2987060546875,30.667531967163086
2007-10-01,32.42216110229492,31.846593856811523
2007-10-02,32.484642028808594,31.737268447875977
2007-10-03,32.312774658203125,31.252647399902344
2007-10-04,32.45026779174805,31.530410766601562
2007-10-05,32.469051361083984,32.387367248535156
2007-10-08,32.57841110229492,32.09186935424805
2007-10-09,32.60342025756836,32.4376220703125
2007-10-10,32.57528305053711,32.65332794189453
2007-10-11,32.622161865234375,32.50261688232422
2007-10-12,32.65653991699219,32.9931640625
2007-10-15,32.81276321411133,32.77152633666992
2007-10-16,32.687782287597656,32.047550201416016
2007-10-17,32.28464889526367,32.9931640625
2007-10-18,32.26901626586914,33.13795471191406
2007-10-19,32.12527847290039,31.497905731201172
2007-10-22,31.828407287597656,31.914566040039062
2007-10-23,32.094024658203125,32.68288803100586
2007-10-24,32.094024658203125,32.39032745361328
2007-10-25,32.14089584350586,32.77152633666992
2007-10-26,32.215911865234375,34.024478912353516
2007-10-29,32.312774658203125,34.6006965637207
2007-10-30,32.25027084350586,33.96833419799805
2007-10-31,32.45343017578125,34.65684509277344
2007-11-01,32.24265670776367,33.43641662597656
2007-11-02,32.16401672363281,33.61372375488281
2007-11-05,32.14826583862305,32.80107498168945
2007-11-06,32.314998626708984,33.80580139160156
2007-11-07,32.27409744262695,32.517398834228516
2007-11-08,31.865188598632812,32.81288528442383
2007-11-09,32.00673294067383,32.10369110107422
2007-11-12,32.13255310058594,30.383846282958984
2007-11-13,32.00673294067383,32.44647979736328
2007-11-14,32.08535385131836,32.59422302246094
2007-11-15,32.075923919677734,31.855466842651367
2007-11-16,32.08535385131836,31.908655166625977
2007-11-19,32.08535385131836,31.02806282043457
2007-11-20,31.770793914794922,31.441755294799805
2007-11-21,31.173114776611328,29.967187881469727
2007-11-23,31.11336898803711,30.513870239257812
2007-11-26,31.45623779296875,29.048154830932617
2007-11-27,31.50343894958496,30.46954345703125
2007-11-28,31.80226707458496,31.973661422729492
2007-11-29,31.959550857543945,31.707712173461914
2007-11-30,32.08851623535156,31.701805114746094
2007-12-03,32.41200637817383,31.772714614868164
2007-12-04,32.28855895996094,31.716581344604492
2007-12-05,31.908695220947266,32.901554107666016
2007-12-06,32.193599700927734,33.20000457763672
2007-12-07,32.17776107788086,32.99906539916992
2007-12-10,32.130287170410156,32.981327056884766
2007-12-11,32.098663330078125,31.604286193847656
2007-12-12,32.27273941040039,32.51443862915039
2007-12-13,32.25691223144531,31.932287216186523
2007-12-14,32.304405212402344,31.039871215820312
2007-12-17,32.130287170410156,29.627347946166992
2007-12-18,32.161956787109375,30.40749168395996
2007-12-19,32.32022476196289,30.54046630859375
2007-12-20,32.250579833984375,30.64388656616211
2007-12-21,32.351871490478516,31.45654296875
2007-12-24,32.23793029785156,32.04935073852539
2007-12-26,32.095481872558594,32.28418731689453
2007-12-27,32.30717086791992,31.615798950195312
2007-12-28,31.99201774597168,31.739242553710938
2007-12-31,32.06206130981445,31.402036666870117
2008-01-02,31.673673629760742,31.311717987060547
2008-01-03,31.613197326660156,31.612794876098633
2008-01-04,31.57819366455078,30.568065643310547
2008-01-07,31.390392303466797,30.808916091918945
2008-01-08,31.208919525146484,30.784832000732422
2008-01-09,30.868318557739258,31.5314998626709
2008-01-10,31.097505569458008,31.823532104492188
2008-01-11,31.164365768432617,31.07085609436035
2008-01-14,31.0561466217041,31.405044555664062
2008-01-15,31.135713577270508,30.080326080322266
2008-01-16,31.100696563720703,28.924205780029297
2008-01-17,30.88104248046875,28.096240997314453
2008-01-18,31.123003005981445,28.71044158935547
2008-01-22,30.906494140625,27.83130645751953
2008-01-23,30.96698760986328,28.132366180419922
2008-01-24,31.35536003112793,28.331085205078125
2008-01-25,31.40311622619629,27.668716430664062
2008-01-28,31.25985336303711,28.300983428955078
2008-01-29,31.291698455810547,28.409364700317383
2008-01-30,31.412662506103516,27.906585693359375
2008-01-31,31.4763240814209,28.568933486938477
2008-02-01,31.493654251098633,29.261402130126953
2008-02-04,31.500043869018555,29.225276947021484
2008-02-05,31.246862411499023,28.008928298950195
2008-02-06,31.182748794555664,27.578399658203125
2008-02-07,31.051372528076172,28.020973205566406
2008-02-08,30.817419052124023,27.846355438232422
2008-02-11,30.57383918762207,28.225706100463867
2008-02-12,30.689208984375,28.331085205078125
2008-02-13,30.609086990356445,28.933225631713867
2008-02-14,30.75971221923828,28.602033615112305
2008-02-15,30.682815551757812,29.038599014282227
2008-02-19,30.525781631469727,29.321611404418945
2008-02-20,30.60590362548828,29.556455612182617
2008-02-21,30.711639404296875,29.156028747558594
2008-02-22,30.766128540039062,29.595596313476562
2008-02-25,30.859094619750977,29.920751571655273
2008-02-26,31.057788848876953,30.48074722290039
2008-02-27,31.051372528076172,30.604185104370117
2008-02-28,31.00649642944336,30.35129165649414
2008-02-29,30.887922286987305,29.390871047973633
2008-03-03,30.896329879760742,29.559467315673828
2008-03-04,30.860820770263672,29.017528533935547
2008-03-05,30.947893142700195,29.562477111816406
2008-03-06,30.867284774780273,28.671295166015625
2008-03-07,30.80278205871582,28.361183166503906
2008-03-10,30.731813430786133,27.563343048095703
2008-03-11,30.809223175048828,29.4269962310791
2008-03-12,30.80278205871582,28.725482940673828
2008-03-13,30.58664894104004,28.668285369873047
2008-03-14,30.40281105041504,27.632587432861328
2008-03-17,30.260900497436523,26.732379913330078
2008-03-18,30.70602035522461,28.258827209472656
2008-03-19,30.738269805908203,26.681203842163086
2008-03-20,30.883398056030273,27.084625244140625
2008-03-24,31.11886215209961,28.099254608154297
2008-03-25,31.199504852294922,28.40635108947754
2008-03-26,31.125295639038086,28.045066833496094
2008-03-27,31.025354385375977,28.35216522216797
2008-03-28,31.041461944580078,28.144412994384766
2008-03-31,31.180156707763672,28.310007095336914
2008-04-01,31.3171443939209,29.143972396850586
2008-04-02,31.333417892456055,29.137971878051758
2008-04-03,31.27820587158203,29.445043563842773
2008-04-04,31.398353576660156,29.39388656616211
2008-04-07,31.648345947265625,29.53838348388672
2008-04-08,31.755531311035156,29.478174209594727
2008-04-09,31.479516983032227,29.249359130859375
2008-04-10,31.593158721923828,29.755172729492188
2008-04-11,31.339908599853516,29.20720672607422
2008-04-14,31.450275421142578,29.246353149414062
2008-04-15,31.447032928466797,29.743118286132812
2008-04-16,31.583425521850586,30.366329193115234
2008-04-17,31.61589813232422,30.179676055908203
2008-04-18,31.830169677734375,30.483760833740234
2008-04-21,31.778242111206055,30.781824111938477
2008-04-22,31.820438385009766,30.513874053955078
2008-04-23,31.950345993041992,30.890213012695312
2008-04-24,31.960073471069336,30.709575653076172
2008-04-25,32.112674713134766,31.00159454345703
2008-04-28,32.300994873046875,30.721609115600586
2008-04-29,32.20684814453125,30.203760147094727
2008-04-30,32.23929977416992,30.697528839111328
2008-05-01,32.9244270324707,31.140104293823242
2008-05-02,32.591339111328125,31.350847244262695
2008-05-05,32.53911209106445,31.251495361328125
2008-05-06,32.3072509765625,31.528491973876953
2008-05-07,32.33009338378906,30.787841796875
2008-05-08,32.261512756347656,30.90227508544922
2008-05-09,32.33009338378906,30.742694854736328
2008-05-12,32.28761672973633,30.98052406311035
2008-05-13,32.27781677246094,31.09493637084961
2008-05-14,32.23212814331055,31.161178588867188
2008-05-15,32.31700897216797,31.793420791625977
2008-05-16,32.36275100708008,32.14268112182617
2008-05-19,32.49013137817383,32.3022575378418
2008-05-20,32.42806625366211,31.54654884338379
2008-05-21,32.36929702758789,31.299673080444336
2008-05-22,32.32027816772461,31.657957077026367
2008-05-23,32.12763595581055,30.817960739135742
2008-05-27,31.948026657104492,30.920318603515625
2008-05-28,32.10475158691406,31.06182861328125
2008-05-29,32.072105407714844,31.296649932861328
2008-05-30,32.07537078857422,31.245481491088867
2008-06-02,31.810457229614258,31.07085609436035
2008-06-03,31.833433151245117,30.53193473815918
2008-06-04,31.800588607788086,30.1074275970459
2008-06-05,31.93862533569336,30.998600006103516
2008-06-06,31.849931716918945,29.920751571655273
2008-06-09,31.951766967773438,29.824411392211914
2008-06-10,31.964920043945312,29.177093505859375
2008-06-11,31.95836067199707,29.053653717041016
2008-06-12,31.905742645263672,29.237316131591797
2008-06-13,32.04710006713867,29.249359130859375
2008-06-16,31.60337257385254,29.50526237487793
2008-06-17,31.659259796142578,29.288503646850586
2008-06-18,31.728269577026367,29.547420501708984
2008-06-19,31.52777862548828,29.16204833984375
2008-06-20,31.402881622314453,28.24075698852539
2008-06-23,31.28782844543457,28.300983428955078
2008-06-24,31.156373977661133,28.24075698852539
2008-06-25,31.261531829833984,28.746559143066406
2008-06-26,31.014995574951172,27.825281143188477
2008-06-27,30.9295654296875,28.054100036621094
2008-06-30,30.896697998046875,28.180551528930664
2008-07-01,30.863924026489258,27.403766632080078
2008-07-02,30.840763092041016,26.717321395874023
2008-07-03,30.827533721923828,26.7835636138916
2008-07-07,30.854001998901367,26.596885681152344
2008-07-08,30.77126693725586,26.813674926757812
2008-07-09,30.665340423583984,26.091100692749023
2008-07-10,30.7050724029541,26.916032791137695
2008-07-11,30.665340423583984,26.65711212158203
2008-07-14,30.592538833618164,26.795602798461914
2008-07-15,30.119226455688477,26.181406021118164
2008-07-16,30.21851921081543,26.910009384155273
2008-07-17,30.307897567749023,27.3917293548584
2008-07-18,30.794429779052734,27.096675872802734
2008-07-21,30.946678161621094,27.150863647460938
2008-07-22,31.052597045898438,26.85581398010254
2008-07-23,30.969833374023438,27.102693557739258
2008-07-24,31.042661666870117,26.62699317932129
2008-07-25,31.108854293823242,26.62699317932129
2008-07-28,31.002901077270508,26.717321395874023
2008-07-29,31.009563446044922,26.66914176940918
2008-07-30,31.01616668701172,27.096675872802734
2008-07-31,31.079042434692383,26.849802017211914
2008-08-01,30.940065383911133,26.78957748413086
2008-08-04,30.72673225402832,25.904428482055664
2008-08-05,30.94339370727539,26.24764060974121
2008-08-06,30.736732482910156,26.62699317932129
2008-08-07,30.70006561279297,25.832162857055664
2008-08-08,30.753389358520508,25.92851448059082
2008-08-11,30.666744232177734,25.615388870239258
2008-08-12,30.786733627319336,25.51905632019043
2008-08-13,30.833396911621094,25.458847045898438
2008-08-14,30.833396911621094,25.627429962158203
2008-08-15,30.903417587280273,25.272171020507812
2008-08-18,30.833396911621094,24.69409942626953
2008-08-19,30.893386840820312,24.465288162231445
2008-08-20,30.886730194091797,25.193889617919922
2008-08-21,30.84341049194336,25.07345962524414
2008-08-22,30.666744232177734,25.193889617919922
2008-08-25,30.833396911621094,24.423139572143555
2008-08-26,30.666744232177734,24.507442474365234
2008-08-27,30.70006561279297,24.983139038085938
2008-08-28,30.74341583251953,25.007219314575195
2008-08-29,30.800071716308594,24.724210739135742
2008-09-02,30.806774139404297,23.875179290771484
2008-09-03,30.90746307373047,23.670459747314453
2008-09-04,31.04168128967285,22.881629943847656
2008-09-05,31.01485252380371,22.821430206298828
2008-09-08,30.977907180786133,23.17668914794922
2008-09-09,31.0450439453125,22.189163208007812
2008-09-10,30.8738956451416,22.219270706176758
2008-09-11,30.8738956451416,22.273466110229492
2008-09-12,30.8738956451416,22.562498092651367
2008-09-15,29.739604949951172,20.93670082092285
2008-09-16,29.055036544799805,20.6536922454834
2008-09-17,27.309961318969727,19.28680992126465
2008-09-18,29.464460372924805,20.473047256469727
2008-09-19,29.840290069580078,23.46572494506836
2008-09-22,29.813444137573242,21.94228172302246
2008-09-23,29.521480560302734,21.207666397094727
2008-09-24,29.786592483520508,21.55088996887207
2008-09-25,29.028156280517578,22.35175132751465
2008-09-26,28.92749786376953,21.719486236572266
2008-09-29,26.585119247436523,19.347021102905273
2008-09-30,27.518049240112305,20.870460510253906
2008-10-01,28.71607780456543,20.605512619018555
2008-10-02,27.96817970275879,19.08208465576172
2008-10-03,27.86661148071289,18.787029266357422
2008-10-06,26.854707717895508,17.185314178466797
2008-10-07,26.401206970214844,16.02316665649414
2008-10-08,25.297931671142578,15.981017112731934
2008-10-09,24.70903968811035,15.324676513671875
2008-10-10,23.060867309570312,14.93327808380127
2008-10-13,25.89018440246582,17.96208381652832
2008-10-14,26.059385299682617,17.504457473754883
2008-10-15,24.922256469726562,14.81887435913086
2008-10-16,23.978010177612305,15.192205429077148
2008-10-17,23.69036293029785,15.113924026489258
2008-10-20,24.164152145385742,15.993060111999512
2008-10-21,24.025402069091797,14.782737731933594
2008-10-22,23.825714111328125,13.361672401428223
2008-10-23,24.22845458984375,13.518228530883789
2008-10-24,23.622678756713867,12.313935279846191
2008-10-27,22.421213150024414,11.874364852905273
2008-10-28,22.675058364868164,13.891566276550293
2008-10-29,23.70728874206543,13.753066062927246
2008-10-30,24.357057571411133,15.16209888458252
2008-10-31,24.367206573486328,15.180161476135254
2008-11-03,24.56540870666504,15.198226928710938
2008-11-04,24.842187881469727,16.528976440429688
2008-11-05,24.63718605041504,14.602095603942871
2008-11-06,24.63718605041504,13.789199829101562
2008-11-07,24.89345932006836,14.975427627563477
2008-11-10,24.896875381469727,15.029623031616211
2008-11-11,24.852436065673828,14.240813255310059
2008-11-12,24.50048828125,13.006403923034668
2008-11-13,24.370635986328125,14.73457145690918
2008-11-14,24.073366165161133,13.530272483825684
2008-11-17,23.700889587402344,13.319526672363281
2008-11-18,23.201990127563477,13.138875007629395
2008-11-19,22.40922737121582,12.145329475402832
2008-11-20,21.664308547973633,11.19996166229248
2008-11-21,21.87958526611328,12.645115852355957
2008-11-24,21.978681564331055,13.530272483825684
2008-11-25,22.20762825012207,13.26533031463623
2008-11-26,22.723604202270508,14.16855239868164
2008-11-28,22.638181686401367,13.867480278015137
2008-12-01,22.1712646484375,12.639093399047852
2008-12-02,22.40955352783203,13.343605995178223
2008-12-03,22.413007736206055,13.518228530883789
2008-12-04,22.281782150268555,12.96425724029541
2008-12-05,22.292152404785156,13.59650707244873
2008-12-08,22.551130294799805,14.162527084350586
2008-12-09,22.381921768188477,14.078225135803223
2008-12-10,22.36465072631836,14.945319175720215
2008-12-11,22.19200325012207,14.656292915344238
2008-12-12,22.499359130859375,14.79478931427002
2008-12-15,22.381921768188477,14.680373191833496
2008-12-16,22.796344757080078,15.818441390991211
2008-12-17,23.37998390197754,15.414995193481445
2008-12-18,24.73716926574707,15.119948387145996
2008-12-19,24.571407318115234,15.077794075012207
2008-12-22,25.555660247802734,14.571986198425293
2008-12-23,25.928632736206055,14.38532829284668
2008-12-24,25.521121978759766,14.56140422821045
2008-12-26,26.008071899414062,14.548734664916992
2008-12-29,26.183345794677734,14.605740547180176
2008-12-30,26.26331329345703,14.94143009185791
2008-12-31,26.433746337890625,14.928767204284668
2009-01-02,26.350276947021484,15.726820945739746
2009-01-05,27.623096466064453,15.980172157287598
2009-01-06,27.856098175048828,16.26519775390625
2009-01-07,27.35183334350586,15.403799057006836
2009-01-08,26.955392837524414,15.308791160583496
2009-01-09,27.35183334350586,14.935098648071289
2009-01-12,26.75716781616211,14.244710922241211
2009-01-13,26.65977668762207,14.339715957641602
2009-01-14,26.318988800048828,13.630332946777344
2009-01-15,26.21462631225586,13.814014434814453
2009-01-16,26.426782608032227,14.010370254516602
2009-01-20,25.97469711303711,12.984288215637207
2009-01-21,25.978174209594727,13.706339836120605
2009-01-22,25.90861701965332,13.389650344848633
2009-01-23,25.494766235351562,13.421324729919434
2009-01-26,25.56084442138672,13.624002456665039
2009-01-27,25.79731559753418,13.73801326751709
2009-01-28,26.711963653564453,14.523399353027344
2009-01-29,26.04770851135254,13.776005744934082
2009-01-30,26.165935516357422,13.598670959472656
2009-02-02,25.608455657958984,13.509995460510254
2009-02-03,25.654159545898438,13.896350860595703
2009-02-04,25.633045196533203,14.035696983337402
2009-02-05,25.422304153442383,14.301714897155762
2009-02-06,25.935152053833008,14.992101669311523
2009-02-09,26.135391235351562,14.840087890625
2009-02-10,25.96326446533203,14.042032241821289
2009-02-11,25.90353775024414,14.371392250061035
2009-02-12,25.822744369506836,14.339715957641602
2009-02-13,25.924619674682617,14.4220609664917
2009-02-17,25.264223098754883,13.288312911987305
2009-02-18,25.11318016052246,13.395984649658203
2009-02-19,25.23961639404297,13.338976860046387
2009-02-20,24.87076759338379,13.022287368774414
2009-02-23,24.245492935180664,12.70560073852539
2009-02-24,24.589744567871094,13.383312225341797
2009-02-25,24.470306396484375,13.186971664428711
2009-02-26,23.98554801940918,13.041292190551758
2009-02-27,23.623733520507812,13.275640487670898
2009-03-02,23.13336181640625,12.654932022094727
2009-03-03,23.22567367553711,12.293905258178711
2009-03-04,23.222129821777344,13.129961013793945
2009-03-05,22.12139320373535,12.5535888671875
2009-03-06,22.014867782592773,12.730934143066406
2009-03-09,21.887035369873047,12.509249687194824
2009-03-10,22.970035552978516,13.509995460510254
2009-03-11,23.33576774597168,13.471991539001465
2009-03-12,23.722795486450195,13.928022384643555
2009-03-13,23.776058197021484,14.016697883605957
2009-03-16,23.910985946655273,14.07369613647461
2009-03-17,23.776058197021484,14.396724700927734
2009-03-18,24.322885513305664,14.707079887390137
2009-03-19,24.109834671020508,14.605740547180176
2009-03-20,24.06365394592285,14.415728569030762
2009-03-23,24.560787200927734,15.682483673095703
2009-03-24,24.60693359375,15.239119529724121
2009-03-25,24.73831558227539,15.479802131652832
2009-03-26,25.121801376342773,15.83449935913086
2009-03-27,24.866153717041016,15.391131401062012
2009-03-30,23.701494216918945,14.63107967376709
2009-03-31,24.0743350982666,14.922428131103516
2009-04-01,24.112422943115234,15.46713924407959
2009-04-02,24.989234924316406,16.341197967529297
2009-04-03,25.341379165649414,16.531211853027344
2009-04-06,25.258726119995117,16.31586456298828
2009-04-07,24.967655181884766,15.980172157287598
2009-04-08,25.2623291015625,16.246192932128906
2009-04-09,25.981027603149414,16.95557975769043
2009-04-13,25.963062286376953,17.075923919677734
2009-04-14,25.83009910583496,16.80990982055664
2009-04-15,26.04930877685547,17.031585693359375
2009-04-16,26.46257972717285,17.272268295288086
2009-04-17,27.041120529174805,17.10758399963379
2009-04-20,26.05291175842285,16.28419303894043
2009-04-21,26.347579956054688,16.695886611938477
2009-04-22,26.47334098815918,16.562881469726562
2009-04-23,26.44459342956543,16.879575729370117
2009-04-24,26.85426139831543,17.189924240112305
2009-04-27,26.642236709594727,16.613548278808594
2009-04-28,26.699735641479492,16.524883270263672
2009-04-29,27.195634841918945,17.417951583862305
2009-04-30,27.407657623291016,17.525623321533203
2009-05-01,27.364553451538086,17.842309951782227
2009-05-04,27.299388885498047,19.03940200805664
2009-05-05,27.534765243530273,18.78604507446289
2009-05-06,27.762928009033203,19.185081481933594
2009-05-07,27.30661392211914,18.65936851501465
2009-05-08,27.795509338378906,19.362428665161133
2009-05-11,27.650653839111328,18.92538833618164
2009-05-12,27.759279251098633,19.026729583740234
2009-05-13,27.39715576171875,18.368013381958008
2009-05-14,27.10743522644043,18.640369415283203
2009-05-15,26.72715950012207,18.49469757080078
2009-05-18,27.295764923095703,19.641109466552734
2009-05-19,27.476848602294922,19.77412223815918
2009-05-20,27.882450103759766,19.850126266479492
2009-05-21,27.523914337158203,19.520763397216797
2009-05-22,27.904172897338867,19.71711540222168
2009-05-26,27.831729888916016,19.888120651245117
2009-05-27,27.882450103759766,19.698122024536133
2009-05-28,27.980228424072266,20.3061580657959
2009-05-29,28.19028091430664,20.660852432250977
2009-06-01,28.857316970825195,21.46524429321289
2009-06-02,28.773265838623047,21.154884338378906
2009-06-03,28.608781814575195,20.483503341674805
2009-06-04,28.69650650024414,20.806528091430664
2009-06-05,28.787891387939453,20.83820152282715
2009-06-08,28.83905029296875,20.534175872802734
2009-06-09,28.893877029418945,20.553176879882812
2009-06-10,28.93044090270996,20.749528884887695
2009-06-11,28.996244430541992,21.135883331298828
2009-06-12,29.146108627319336,20.88253402709961
2009-06-15,28.714786529541016,20.12881851196289
2009-06-16,28.440629959106445,19.862791061401367
2009-06-17,28.27614402770996,19.710783004760742
2009-06-18,28.546655654907227,19.67277717590332
2009-06-19,28.575895309448242,19.755115509033203
2009-06-22,28.188457489013672,19.001394271850586
2009-06-23,28.235963821411133,19.12174415588379
2009-06-24,28.37851333618164,19.66644287109375
2009-06-25,28.649011611938477,20.15414810180664
2009-06-26,28.641681671142578,20.261823654174805
2009-06-29,28.99988555908203,20.388505935668945
2009-06-30,29.135149002075195,20.15414810180664
