Date,QQQ
2020-01-02,208.08888244628906
2020-01-03,206.18276977539062
2020-01-06,207.51124572753906
2020-01-07,207.48239135742188
2020-01-08,209.0419158935547
2020-01-09,210.81321716308594
2020-01-10,210.2741241455078
2020-01-13,212.7000274658203
2020-01-14,211.86248779296875
2020-01-15,211.94912719726562
2020-01-16,213.98033142089844
2020-01-17,215.039306640625
2020-01-21,214.94302368164062
2020-01-22,215.510986328125
2020-01-23,216.20407104492188
2020-01-24,214.38467407226562
2020-01-27,209.95639038085938
2020-01-28,213.18136596679688
2020-01-29,213.52789306640625
2020-01-30,214.28843688964844
2020-01-31,210.89019775390625
2020-02-03,214.07662963867188
2020-02-04,218.97659301757812
2020-02-05,219.69854736328125
2020-02-06,221.59500122070312
2020-02-07,220.6419677734375
2020-02-10,223.30853271484375
2020-02-11,223.34706115722656
2020-02-12,225.5226593017578
2020-02-13,225.23388671875
2020-02-14,225.87884521484375
2020-02-18,225.9654541015625
2020-02-19,228.13145446777344
2020-02-20,226.01361083984375
2020-02-21,221.67201232910156
2020-02-24,213.1236114501953
2020-02-25,207.32833862304688
2020-02-26,208.3968963623047
2020-02-27,197.96165466308594
2020-02-28,198.11569213867188
2020-03-02,208.33914184570312
2020-03-03,201.65826416015625
2020-03-04,210.0719451904297
2020-03-05,203.6894989013672
2020-03-06,200.25279235839844
2020-03-09,186.3423309326172
2020-03-10,196.4888153076172
2020-03-11,187.93077087402344
2020-03-12,170.69912719726562
2020-03-13,185.1582489013672
2020-03-16,162.97854614257812
2020-03-17,175.33914184570312
2020-03-18,170.00601196289062
2020-03-19,171.0264434814453
2020-03-20,164.32630920410156
2020-03-23,164.44496154785156
2020-03-24,177.17916870117188
2020-03-25,175.86717224121094
2020-03-26,185.1283721923828
2020-03-27,178.76132202148438
2020-03-30,185.2634735107422
2020-03-31,183.68128967285156
2020-04-01,175.87677001953125
2020-04-02,179.44625854492188
2020-04-03,176.89935302734375
2020-04-06,189.54672241210938
2020-04-07,189.4695587158203
2020-04-08,193.49244689941406
2020-04-09,193.772216796875
2020-04-13,195.8656463623047
2020-04-14,204.38404846191406
2020-04-15,202.039794921875
2020-04-16,205.7250213623047
2020-04-17,207.6929931640625
2020-04-20,205.23301696777344
2020-04-21,197.6599884033203
2020-04-22,203.5254364013672
2020-04-23,203.09132385253906
2020-04-24,206.29417419433594
2020-04-27,207.95346069335938
2020-04-28,204.03677368164062
2020-04-29,211.27210998535156
2020-04-30,211.18524169921875
2020-05-01,205.23301696777344
2020-05-04,207.62547302246094
2020-05-05,209.97933959960938
2020-05-06,211.27210998535156
2020-05-07,213.9925537109375
2020-05-08,216.92535400390625
2020-05-11,218.86439514160156
2020-05-12,214.2820281982422
2020-05-13,211.6000518798828
2020-05-14,214.0022430419922
2020-05-15,215.3914337158203
2020-05-18,219.40464782714844
2020-05-19,218.85476684570312
2020-05-20,223.2248992919922
2020-05-21,220.7938232421875
2020-05-22,221.555908203125
2020-05-26,220.95779418945312
2020-05-27,222.16371154785156
2020-05-28,221.87425231933594
2020-05-29,225.1253662109375
2020-06-01,225.8006591796875
2020-06-02,227.3152618408203
2020-06-03,228.33787536621094
2020-06-04,226.7364044189453
2020-06-05,231.2320098876953
2020-06-08,233.0264129638672
2020-06-09,234.7146453857422
2020-06-10,237.53158569335938
2020-06-11,225.7620849609375
2020-06-12,227.5564727783203
2020-06-15,230.32518005371094
2020-06-16,234.28053283691406
2020-06-17,235.0233154296875
2020-06-18,235.66004943847656
2020-06-19,235.62142944335938
2020-06-22,238.44723510742188
2020-06-23,240.4766387939453
2020-06-24,235.51901245117188
2020-06-25,237.7610321044922
2020-06-26,232.14633178710938
2020-06-29,234.67823791503906
2020-06-30,239.2783203125
2020-07-01,242.07115173339844
2020-07-02,243.71400451660156
2020-07-06,249.7056427001953
2020-07-07,247.98538208007812
2020-07-08,251.25181579589844
2020-07-09,253.36817932128906
2020-07-10,255.09812927246094
2020-07-13,249.8505859375
2020-07-14,251.6190643310547
2020-07-15,252.13125610351562
2020-07-16,250.41110229492188
2020-07-17,250.70098876953125
2020-07-20,257.81365966796875
2020-07-21,255.1270751953125
2020-07-22,256.02581787109375
2020-07-23,249.33839416503906
2020-07-24,246.97071838378906
2020-07-27,251.37744140625
2020-07-28,248.17872619628906
2020-07-29,251.03924560546875
2020-07-30,252.353515625
2020-07-31,256.8569030761719
2020-08-03,260.3262634277344
2020-08-04,261.292724609375
2020-08-05,261.94012451171875
2020-08-06,265.4094543457031
2020-08-07,262.34600830078125
2020-08-10,261.2250061035156
2020-08-11,256.2770080566406
2020-08-12,262.7228698730469
2020-08-13,263.3221130371094
2020-08-14,263.01287841796875
2020-08-17,266.06658935546875
2020-08-18,268.6275329589844
2020-08-19,266.8204650878906
2020-08-20,270.5216369628906
2020-08-21,272.39642333984375
2020-08-24,274.0973205566406
2020-08-25,276.2522888183594
2020-08-26,282.1473388671875
2020-08-27,281.2679138183594
2020-08-28,282.6982727050781
2020-08-31,284.96929931640625
2020-09-01,289.8398132324219
2020-09-02,292.5843811035156
2020-09-03,277.7502746582031
2020-09-04,274.0489501953125
2020-09-08,260.8770446777344
2020-09-09,268.54052734375
2020-09-10,263.1866760253906
2020-09-11,261.3603515625
2020-09-14,265.9120178222656
2020-09-15,269.680908203125
2020-09-16,265.3805236816406
2020-09-17,261.234619140625
2020-09-18,257.9006652832031
2020-09-21,258.5191345214844
2020-09-22,263.3221130371094
2020-09-23,255.28167724609375
2020-09-24,256.47039794921875
2020-09-25,262.4330139160156
2020-09-28,267.88348388671875
2020-09-29,266.6754455566406
2020-09-30,268.5018615722656
2020-10-01,272.763671875
2020-10-02,265.0906066894531
2020-10-05,270.7439880371094
2020-10-06,265.9120178222656
2020-10-07,270.5119934082031
2020-10-08,271.95196533203125
2020-10-09,276.1074523925781
2020-10-12,284.6309509277344
2020-10-13,284.6213684082031
2020-10-14,282.2439880371094
2020-10-15,280.349853515625
2020-10-16,278.8133239746094
2020-10-19,274.2615966796875
2020-10-20,274.8510437011719
2020-10-21,274.63848876953125
2020-10-22,274.6288146972656
2020-10-23,275.1700439453125
2020-10-26,271.0434875488281
2020-10-27,273.1599426269531
2020-10-28,262.51031494140625
2020-10-29,267.1006774902344
2020-10-30,260.3262634277344
2020-11-02,260.9061279296875
2020-11-03,265.41912841796875
2020-11-04,277.2670593261719
2020-11-05,284.49560546875
2020-11-06,284.7082824707031
2020-11-09,278.89056396484375
2020-11-10,273.8943176269531
2020-11-11,280.02130126953125
2020-11-12,278.70703125
2020-11-13,281.1519775390625
2020-11-16,283.345703125
2020-11-17,282.4468994140625
2020-11-18,280.3594970703125
2020-11-19,282.5532531738281
2020-11-20,280.6204833984375
2020-11-23,280.6300964355469
2020-11-24,284.572998046875
2020-11-25,286.3221435546875
2020-11-27,288.9604797363281
2020-11-30,289.54986572265625
2020-12-01,293.2608337402344
2020-12-02,293.6377258300781
2020-12-03,294.0533142089844
2020-12-04,295.25164794921875
2020-12-07,296.9234313964844
2020-12-08,297.92852783203125
2020-12-09,291.1830749511719
2020-12-10,292.3524169921875
2020-12-11,291.7050476074219
2020-12-14,293.8213806152344
2020-12-15,296.962158203125
2020-12-16,298.5953369140625
2020-12-17,300.5473937988281
2020-12-18,299.6390075683594
2020-12-21,299.0784912109375
2020-12-22,299.8916320800781
2020-12-23,298.3814392089844
2020-12-24,299.6980895996094
2020-12-28,302.71868896484375
2020-12-29,302.9897155761719
2020-12-30,302.99945068359375
2020-12-31,303.7448425292969
2021-01-04,299.4560241699219
2021-01-05,301.92474365234375
2021-01-06,297.7424621582031
2021-01-07,304.9453430175781
2021-01-08,308.8663330078125
2021-01-11,304.4032287597656
2021-01-12,303.919189453125
2021-01-13,305.9717102050781
2021-01-14,304.3354797363281
2021-01-15,301.92474365234375
2021-01-19,306.3299255371094
2021-01-20,313.4553527832031
2021-01-21,315.962890625
2021-01-22,315.0527648925781
2021-01-25,317.6570129394531
2021-01-26,318.121826171875
2021-01-27,309.25360107421875
2021-01-28,311.0835266113281
2021-01-29,304.5387878417969
2021-02-01,312.14837646484375
2021-02-02,317.24078369140625
2021-02-03,315.9822082519531
2021-02-04,319.7192077636719
2021-02-05,320.8034973144531
2021-02-08,322.95281982421875
2021-02-09,322.88507080078125
2021-02-10,322.1492919921875
2021-02-11,323.9209899902344
2021-02-12,325.7314758300781
2021-02-16,324.85040283203125
2021-02-17,323.291748046875
2021-02-18,321.878173828125
2021-02-19,320.474365234375
2021-02-22,312.167724609375
2021-02-23,311.23834228515625
2021-02-24,313.8039245605469
2021-02-25,302.8638916015625
2021-02-26,304.1322021484375
2021-03-01,313.2810974121094
2021-03-02,308.2564697265625
2021-03-03,299.3108215332031
2021-03-04,294.4119873046875
2021-03-05,298.84613037109375
2021-03-08,290.3844909667969
2021-03-09,301.8376770019531
2021-03-10,300.97601318359375
2021-03-11,307.9079284667969
2021-03-12,305.4100341796875
2021-03-15,308.6727294921875
2021-03-16,310.3669738769531
2021-03-17,311.6448669433594
2021-03-18,302.0990905761719
2021-03-19,303.16400146484375
2021-03-22,308.84930419921875
2021-03-23,307.50189208984375
2021-03-24,302.3157958984375
2021-03-25,301.79229736328125
2021-03-26,306.3193664550781
2021-03-29,306.2320251464844
2021-03-30,304.6907958984375
2021-03-31,309.3534240722656
2021-04-01,314.6267395019531
2021-04-05,320.9082336425781
2021-04-06,320.685302734375
2021-04-07,321.4607238769531
2021-04-08,324.8147277832031
2021-04-09,326.7825622558594
2021-04-12,326.3561096191406
2021-04-13,330.1656494140625
2021-04-14,326.2010498046875
2021-04-15,331.1446533203125
2021-04-16,331.532470703125
2021-04-19,328.49835205078125
2021-04-20,326.1039733886719
2021-04-21,328.89581298828125
2021-04-22,324.9311218261719
2021-04-23,329.0218811035156
2021-04-26,331.16412353515625
2021-04-27,329.72943115234375
2021-04-28,328.61468505859375
2021-04-29,329.79736328125
2021-04-30,327.6356201171875
2021-05-03,325.8907775878906
2021-05-04,320.0260925292969
2021-05-05,318.9501647949219
2021-05-06,321.35418701171875
2021-05-07,323.96173095703125
2021-05-10,315.78033447265625
2021-05-11,315.3441467285156
2021-05-12,307.18206787109375
2021-05-13,309.5570068359375
2021-05-14,316.39105224609375
2021-05-17,314.4716491699219
2021-05-18,312.3487854003906
2021-05-19,312.7073974609375
2021-05-20,318.75628662109375
2021-05-21,316.99200439453125
2021-05-24,322.3234558105469
2021-05-25,322.76947021484375
2021-05-26,323.8938903808594
