Date,SPY,^SPX
2020-05-14,261.2830505371094,2852.5
2020-05-15,262.4842834472656,2863.699951171875
2020-05-18,270.4794006347656,2953.909912109375
2020-05-19,267.7012939453125,2922.93994140625
2020-05-20,272.2489318847656,2971.610107421875
2020-05-21,270.369384765625,2948.510009765625
2020-05-22,270.8827819824219,2955.449951171875
2020-05-26,274.22027587890625,2991.77001953125
2020-05-27,278.3003234863281,3036.1298828125
2020-05-28,277.7870178222656,3029.72998046875
2020-05-29,279.024658203125,3044.31005859375
2020-06-01,280.15240478515625,3055.72998046875
2020-06-02,282.4721984863281,3080.820068359375
2020-06-03,286.23126220703125,3122.8701171875
2020-06-04,285.4795837402344,3112.35009765625
2020-06-05,292.7962646484375,3193.929931640625
2020-06-08,296.3354187011719,3232.389892578125
2020-06-09,294.12567138671875,3207.179931640625
2020-06-10,292.4845275878906,3190.139892578125
2020-06-11,275.62310791015625,3002.10009765625
2020-06-12,278.92388916015625,3041.31005859375
2020-06-15,281.52783203125,3066.590087890625
2020-06-16,286.9465637207031,3124.739990234375
2020-06-17,285.7546691894531,3113.489990234375
2020-06-18,285.8645935058594,3115.340087890625
2020-06-19,284.2309265136719,3097.739990234375
2020-06-22,286.0543212890625,3117.860107421875
2020-06-23,287.37127685546875,3131.2900390625
2020-06-24,280.0408630371094,3050.330078125
2020-06-25,283.0429382324219,3083.760009765625
2020-06-26,276.32025146484375,3009.050048828125
2020-06-29,280.3814697265625,3053.239990234375
2020-06-30,283.97308349609375,3100.2900390625
2020-07-01,285.9622497558594,3115.860107421875
2020-07-02,287.5369567871094,3130.010009765625
2020-07-06,291.975830078125,3179.719970703125
2020-07-07,288.96441650390625,3145.320068359375
2020-07-08,291.17462158203125,3169.93994140625
2020-07-09,289.51702880859375,3152.050048828125
2020-07-10,292.4731140136719,3185.0400390625
2020-07-13,289.9405822753906,3155.219970703125
2020-07-14,293.69793701171875,3197.52001953125
2020-07-15,296.3962707519531,3226.56005859375
2020-07-16,295.4200134277344,3215.570068359375
2020-07-17,296.2764587402344,3224.72998046875
2020-07-20,298.6708984375,3251.840087890625
2020-07-21,299.3062744140625,3257.300048828125
2020-07-22,301.00994873046875,3276.02001953125
2020-07-23,297.41845703125,3235.659912109375
2020-07-24,295.5029296875,3215.6298828125
2020-07-27,297.65789794921875,3239.409912109375
2020-07-28,295.7700500488281,3218.43994140625
2020-07-29,299.40765380859375,3258.43994140625
2020-07-30,298.33935546875,3246.219970703125
2020-07-31,300.6969299316406,3271.1201171875
2020-08-03,302.7873840332031,3294.610107421875
2020-08-04,303.9569396972656,3306.510009765625
2020-08-05,305.8447570800781,3327.77001953125
2020-08-06,307.88922119140625,3349.159912109375
2020-08-07,308.1102294921875,3351.280029296875
2020-08-10,309.0311584472656,3360.469970703125
2020-08-11,306.4801940917969,3333.68994140625
2020-08-12,310.7532043457031,3380.35009765625
2020-08-13,310.19146728515625,3373.429931640625
2020-08-14,310.20068359375,3372.85009765625
2020-08-17,311.1861267089844,3381.989990234375
2020-08-18,311.8583679199219,3389.780029296875
2020-08-19,310.5598449707031,3374.85009765625
2020-08-20,311.52691650390625,3385.510009765625
2020-08-21,312.63189697265625,3397.159912109375
2020-08-24,315.7998352050781,3431.280029296875
2020-08-25,316.9049987792969,3443.6201171875
2020-08-26,320.0821228027344,3478.72998046875
2020-08-27,320.781982421875,3484.550048828125
2020-08-28,322.8540954589844,3508.010009765625
2020-08-31,321.68450927734375,3500.31005859375
2020-09-01,324.7142333984375,3526.64990234375
2020-09-02,329.4109802246094,3580.840087890625
2020-09-03,318.0744934082031,3455.06005859375
2020-09-04,315.4775695800781,3426.9599609375
2020-09-08,306.8577575683594,3331.840087890625
2020-09-09,312.9174499511719,3398.9599609375
2020-09-10,307.4841003417969,3339.18994140625
2020-09-11,307.640625,3340.969970703125
2020-09-14,311.69256591796875,3383.5400390625
2020-09-15,313.2674255371094,3401.199951171875
2020-09-16,312.0241394042969,3385.489990234375
2020-09-17,309.27978515625,3357.010009765625
2020-09-18,305.7191467285156,3319.469970703125
2020-09-21,302.3166198730469,3281.06005859375
2020-09-22,305.39556884765625,3315.570068359375
2020-09-23,298.3131103515625,3236.919921875
2020-09-24,299.1082458496094,3246.590087890625
2020-09-25,303.9438781738281,3298.4599609375
2020-09-28,308.99224853515625,3351.60009765625
2020-09-29,307.3094787597656,3335.469970703125
2020-09-30,309.63946533203125,3363.0
2020-10-01,311.62738037109375,3380.800048828125
2020-10-02,308.66864013671875,3348.419921875
2020-10-05,314.14227294921875,3408.60009765625
2020-10-06,309.676513671875,3360.969970703125
2020-10-07,315.0668640136719,3419.43994140625
2020-10-08,317.85919189453125,3446.830078125
2020-10-09,320.6977233886719,3477.139892578125
2020-10-12,325.8569641113281,3534.219970703125
2020-10-13,323.73040771484375,3511.929931640625
2020-10-14,321.69622802734375,3488.669921875
2020-10-15,321.2986755371094,3483.340087890625
2020-10-16,321.1045837402344,3483.81005859375
2020-10-19,316.2226257324219,3426.919921875
2020-10-20,317.48931884765625,3443.1201171875
2020-10-21,316.8883361816406,3435.56005859375
